uid,iid,rating
313,12109,5
313,12016,4
313,2375,5
313,6053,3
313,29,4
314,10112,5
314,29,1
315,29,2
316,11960,4
316,6058,3
316,12123,4
316,12078,3
316,14384,1
316,8637,4
316,2225,2
316,6097,3
316,12975,4
317,6101,3
317,12105,2
317,13199,3
317,4141,3
317,6119,5
317,29,2
318,4127,5
318,12170,3
318,12789,5
318,12090,4
318,65,5
318,4140,4
318,29,3
320,93,4
320,67,5
320,4133,5
320,29,4
321,7370,5
321,1178,5
321,14352,4
321,7546,5
321,7463,5
321,14363,5
321,60,4
321,1179,5
321,14323,5
322,6032,1
322,12088,4
322,14326,2
322,12025,3
322,678,3
322,6068,3
322,29,3
323,29,5
325,30,5
326,30,4
327,4184,2
327,12385,4
327,12427,2
327,4168,5
327,4201,4
327,30,5
328,6078,5
328,12342,5
328,12354,5
328,3657,4
328,6098,5
328,30,5
329,13277,5
329,30,5
330,13181,5
330,30,5
331,6382,5
331,5064,5
331,8667,4
331,7562,4
331,6762,4
331,11896,5
331,1310,5
331,5080,5
331,8613,4
333,7680,5
333,12000,5
333,33,5
334,7381,1
334,12003,5
334,33,4
335,8662,4
335,33,5
336,14350,5
336,33,5
337,6103,4
337,7584,5
337,33,4
338,4140,5
338,7585,4
338,7623,4
338,1177,5
338,5046,5
338,33,4
339,6247,5
339,12650,4
339,13120,5
339,6119,5
339,6728,5
339,33,5
340,6168,5
340,2252,5
340,7628,2
340,33,4
341,14326,2
341,33,5
342,12193,3
342,33,4
346,33,5
347,33,5
348,12245,5
348,6219,3
348,13199,4
348,14350,5
348,12104,5
348,6072,2
348,6653,5
348,33,5
349,13120,4
349,34,3
350,6017,4
350,7423,5
350,34,1
352,7584,5
352,34,3
353,6219,4
353,3173,5
353,7646,3
353,34,1
354,3242,4
354,12231,2
354,12088,4
354,12313,2
354,7726,5
354,1177,4
354,4157,5
354,12975,4
355,685,3
355,14405,5
355,14457,5
355,14404,5
355,178,2
355,4354,4
355,34,1
356,6719,3
356,4625,4
356,13470,4
356,7706,4
356,2866,5
356,106,5
356,7426,5
356,4517,4
356,6946,4
356,12374,4
356,2375,4
356,7833,5
356,6663,4
356,7462,5
356,7161,4
356,7996,4
356,13148,3
356,13519,3
356,12059,3
356,4572,5
356,6911,5
356,9301,5
356,7028,5
356,4466,3
356,517,4
356,333,3
356,12156,4
356,2916,3
356,13306,3
356,9264,4
356,1196,4
356,13493,4
356,314,1
356,9263,4
356,9133,5
356,6943,1
356,11916,5
356,13181,2
356,9390,5
356,9077,4
356,4653,3
356,1303,3
356,4502,4
356,6701,5
356,6577,2
356,4681,3
356,13730,4
356,13677,3
356,447,4
356,13927,4
356,12012,3
356,6884,3
356,8968,4
356,7015,4
356,7023,3
356,7447,3
356,13004,5
356,6023,4
356,1179,4
356,470,5
356,4421,3
356,4651,4
356,8843,3
356,13507,4
356,6901,4
356,7005,4
356,7076,3
356,13743,3
356,15263,3
356,6600,4
356,4172,4
356,6937,4
356,7847,4
356,13041,4
356,7133,5
356,3242,4
356,7088,4
356,4611,4
356,6829,4
356,6762,2
356,6038,4
356,8906,5
356,6644,4
356,13703,5
359,14436,5
359,36,2
361,4149,2
361,2252,5
361,7534,4
361,36,4
362,14404,5
362,2267,4
362,2252,3
362,2263,4
362,6291,5
362,7492,3
362,12146,5
362,7388,5
362,14379,1
362,2227,4
362,14444,4
362,6790,4
362,14448,1
362,14311,4
362,1179,5
362,2247,4
363,4104,4
363,14346,4
363,14350,3
363,56,5
363,5016,5
363,36,4
364,6068,5
364,13180,5
364,14384,2
364,2253,5
364,6072,4
364,36,5
365,14427,4
365,36,5
367,2276,4
367,11986,4
367,36,4
368,12134,5
368,36,4
369,4127,5
369,6032,5
369,7585,5
369,14435,5
369,11932,5
369,2255,5
369,14428,5
369,11321,5
369,14429,3
369,57,5
369,4116,2
369,12014,3
370,6106,4
370,13054,4
370,14427,4
370,2278,3
370,6119,4
370,36,4
371,14435,1
371,36,5
372,2280,3
372,14374,4
372,36,5
374,4157,4
374,7701,5
374,14466,4
374,12175,4
374,3154,5
374,14429,3
374,12016,1
374,14450,1
374,65,5
374,4140,4
374,12356,4
375,14399,4
375,56,4
375,11649,4
375,14429,3
375,13199,4
375,14337,3
375,2250,2
375,14308,4
375,1177,5
375,2249,4
375,6119,5
375,7583,1
375,13180,2
375,7372,5
375,14346,4
375,53,5
375,676,5
376,36,4
377,36,5
378,7584,4
378,13181,5
378,12105,3
378,6035,5
378,14436,4
378,12403,4
378,14448,2
378,2256,5
378,6068,4
378,14428,5
380,6565,4
380,14435,4
380,2252,4
380,8302,5
380,14488,4
380,12102,5
380,12793,5
380,2297,4
380,12134,4
380,2276,4
380,6246,5
380,7577,4
380,12025,4
380,6728,4
380,12975,5
380,2235,4
380,14506,4
380,14434,3
380,2267,4
381,12193,4
381,36,5
382,6212,5
382,2246,4
382,12102,4
382,36,4
384,6225,4
384,7661,5
384,36,5
387,12055,5
387,36,5
388,6219,5
388,12242,2
388,56,5
388,6027,5
388,36,5
389,7506,5
389,4160,4
389,7590,5
389,36,5
390,13121,5
390,36,5
391,14401,2
391,36,4
392,14483,5
392,36,5
393,14465,3
393,36,5
394,14432,4
394,36,5
397,14521,5
397,36,3
398,2821,4
398,13143,3
398,14501,4
398,12454,4
398,223,3
398,6616,3
398,36,4
400,14436,1
400,36,4
401,4179,5
401,11984,4
401,36,5
402,6212,2
402,2252,4
402,7592,4
402,37,4
403,6174,4
403,2267,5
403,6371,5
403,37,5
404,6111,3
404,8358,4
404,37,3
405,6015,3
405,8769,4
405,15058,5
405,10182,4
405,2684,2
405,14323,4
405,9301,5
405,14516,4
405,2235,4
405,4207,4
405,11221,5
406,12918,5
406,37,3
408,5274,5
408,14324,3
408,37,3
409,83,4
409,7442,4
409,14379,3
409,8716,4
409,10523,5
409,1177,5
409,8733,5
409,547,4
409,1174,5
409,5264,4
409,6623,4
409,7867,5
409,6291,5
409,11923,4
409,53,5
409,14426,2
409,95,1
410,4130,5
411,11924,5
411,6042,2
412,7406,5
412,6159,5
412,7453,2
412,40,4
413,14318,2
413,14402,3
413,14404,5
413,14308,4
413,14322,3
413,40,4
415,6133,3
415,10101,4
415,40,5
416,2375,4
416,67,3
416,6088,5
416,40,4
417,12157,3
417,40,2
418,13199,5
418,40,3
420,47,5
420,44,5
420,6027,4
420,41,5
423,2253,4
423,6239,4
423,41,4
425,2253,5
425,7589,3
425,41,5
426,41,5
427,14397,3
427,6068,5
427,2251,5
427,6159,5
427,41,5
428,14326,4
428,41,5
429,41,4
432,2273,2
432,59,5
432,6047,4
432,41,4
433,41,5
434,41,4
435,41,5
437,4129,4
437,4134,4
437,7651,4
437,14505,5
437,8302,5
437,2292,5
437,14477,5
437,7740,4
437,14479,3
437,320,3
437,2331,3
437,11984,5
438,6097,4
438,4467,5
438,6040,4
438,7939,5
438,14405,4
438,8589,4
438,4200,5
438,12499,3
438,8102,5
438,13004,3
438,211,3
438,4435,4
438,8769,4
439,46,3
439,6810,5
439,41,5
441,41,5
442,5399,5
442,41,4
443,41,5
444,11278,1
444,41,2
447,2255,4
447,2217,5
447,2254,4
447,6157,5
447,14326,4
447,7372,4
447,1310,5
447,13180,2
447,6161,5
447,13199,4
447,676,3
447,1313,5
447,7584,5
448,14326,5
448,42,2
449,11938,5
449,42,4
450,12183,4
450,42,3
452,6247,5
452,43,5
453,43,4
454,4524,5
454,4632,4
454,6750,4
454,13667,3
454,6858,5
454,2864,5
454,10130,4
454,6807,4
454,12376,5
454,150,3
454,2874,5
454,6946,5
455,13317,5
455,45,5
459,3163,3
459,12011,4
459,12034,5
459,2213,5
459,5264,4
459,48,5
460,48,3
461,10205,5
461,6018,4
461,15512,3
461,4111,5
461,4174,2
461,13344,4
461,11920,5
461,14446,4
461,10129,3
461,7809,5
461,3158,5
461,7590,2
461,3152,5
461,11982,4
461,4129,4
461,4554,5
461,7448,4
461,4179,5
461,7932,3
461,11953,3
461,349,5
461,12437,5
461,15290,5
461,11320,5
461,2572,4
461,13355,4
462,6068,3
462,4105,3
462,7423,5
462,48,4
463,14326,1
463,48,5
464,13181,5
464,48,4
466,14435,5
466,48,5
467,48,1
468,48,4
477,8637,4
477,12242,3
477,4131,4
477,7664,4
477,48,5
478,14361,2
478,12516,5
478,14361,1
478,48,2
479,6020,1
479,2218,4
479,6098,4
479,48,5
480,4148,5
480,10182,5
480,14465,4
480,12088,5
480,2286,5
480,14399,4
480,11960,4
480,14435,4
480,1177,4
480,4104,5
480,12103,5
481,48,5
482,12156,5
482,48,2
483,48,5
484,48,5
485,48,5
486,48,5
487,6047,5
487,14326,3
487,14366,5
487,2250,4
487,6077,5
487,48,3
488,48,4
491,13199,5
491,48,4
492,14442,1
492,48,5
493,14311,5
493,48,5
494,14351,5
494,14429,5
494,4104,4
494,6179,5
494,48,2
495,48,5
496,6074,5
496,7584,5
496,48,5
497,4152,4
497,7513,4
497,11920,4
497,77,3
497,4157,4
497,48,5
500,48,5
503,14503,5
503,48,5
505,2267,4
505,6239,5
505,48,5
507,6019,2
507,11649,3
507,12217,1
507,10127,4
507,2267,5
507,6028,4
507,48,5
510,48,1
513,6204,4
513,2213,5
513,7720,5
513,48,4
514,48,4
518,48,4
520,48,3
521,2509,5
521,6858,5
521,48,4
522,48,4
524,7584,5
524,12034,5
524,6043,5
524,6048,3
524,48,5
526,48,5
529,14397,3
529,48,5
532,6123,4
532,4137,5
532,6161,5
532,50,5
533,14429,2
533,50,5
535,50,4
536,4111,5
536,6565,4
536,50,4
537,50,4
538,50,4
539,50,5
540,6196,4
540,14399,5
540,50,2
541,50,4
542,7689,3
542,12494,3
542,13181,5
542,12369,4
542,2238,4
542,7724,4
542,50,2
543,50,4
544,50,4
546,12139,5
546,50,4
549,7788,5
549,7628,5
549,7900,5
549,50,1
551,50,3
552,50,5
553,14465,4
553,51,4
554,51,4
555,51,4
556,52,4
557,14904,3
557,52,5
558,13121,4
558,52,5
559,52,4
560,14888,3
560,52,5
561,52,5
562,410,3
562,8080,3
562,15611,1
562,13744,4
562,14317,3
562,3011,2
562,13925,3
562,2864,4
562,2991,3
562,6794,4
562,7215,3
562,13622,3
562,7140,4
562,14318,2
562,403,1
562,15691,4
562,15553,4
562,2826,4
565,11895,5
565,14325,5
565,12575,5
565,4110,5
565,6016,5
565,53,4
567,53,5
570,14499,3
570,53,4
571,6805,5
571,53,4
573,14379,1
573,53,4
574,14435,3
574,53,3
575,7438,5
575,6067,4
575,7816,5
575,53,5
579,4157,5
579,12356,4
579,13121,4
579,12102,4
579,2292,2
579,4168,5
579,53,5
580,53,5
583,53,1
585,14428,4
585,53,3
587,53,2
590,53,5
591,6032,2
591,7623,4
591,11921,4
591,2233,4
591,6049,1
591,53,5
592,53,3
595,53,3
597,6015,4
597,11982,2
597,53,3
598,6119,4
598,4127,3
598,6805,5
598,53,5
599,53,2
603,53,4
604,53,4
605,53,4
606,7096,4
606,2306,4
606,7332,5
606,53,4
609,53,4
611,14367,1
611,7449,5
611,14764,4
611,14401,3
611,14398,5
611,14435,4
611,4127,4
611,7587,5
611,14429,2
618,14399,5
618,53,4
619,53,4
620,53,5
621,53,5
622,12170,2
622,53,5
625,6011,1
625,6129,4
625,53,4
626,4157,5
626,4137,4
626,6068,5
626,53,5
628,14436,2
628,53,4
629,6119,5
629,2267,5
629,6159,5
629,53,4
632,53,3
634,13181,5
634,53,5
635,53,4
637,53,5
638,12152,5
638,53,4
639,53,5
640,4157,4
640,12975,5
640,14326,4
640,3173,5
640,4167,3
640,53,5
641,14458,3
641,14461,4
641,6081,4
641,8667,4
641,53,4
642,53,4
643,53,4
647,12088,5
647,53,5
648,12105,4
648,53,5
649,12975,5
649,6129,5
649,6068,5
649,7674,4
649,53,5
652,12105,4
652,53,4
653,6282,3
653,2217,5
653,7423,3
653,53,3
655,7378,4
655,53,3
656,7378,4
656,6016,4
656,12100,4
656,53,3
657,53,5
658,53,5
659,53,5
661,53,5
662,6172,4
662,6024,4
662,6241,5
662,53,5
664,6212,4
664,12313,5
664,14311,5
664,2252,5
664,6219,4
664,53,5
665,53,3
666,6110,5
666,2218,4
666,6196,1
666,53,4
670,53,5
671,53,4
673,10313,5
673,53,5
674,53,5
676,53,5
678,13382,5
678,53,3
679,53,5
681,6272,4
681,13061,5
681,13121,3
681,2252,5
681,6303,4
681,53,3
682,11926,5
682,2353,4
682,2317,2
682,2338,2
682,6081,4
682,6245,2
682,6971,4
682,6204,2
682,7867,4
682,1313,5
682,12427,2
682,6113,4
682,12789,5
682,7720,4
682,101,3
682,2289,3
685,6309,3
685,2352,5
685,7839,4
685,53,5
688,53,4
690,53,4
691,53,1
692,53,5
693,53,5
695,53,5
698,7088,3
698,13375,4
698,2338,4
698,6588,4
698,53,4
700,53,2
701,2250,4
701,8637,5
701,53,3
703,53,4
704,6119,2
704,6016,4
704,10102,5
704,53,5
710,53,3
713,53,5
714,53,5
715,53,4
716,12050,3
716,2314,2
716,2289,3
716,2297,4
716,6219,4
716,14428,4
716,7720,3
716,6262,2
716,2253,3
716,12134,4
716,6251,2
716,14397,3
716,11982,3
716,681,3
716,2256,5
716,6420,4
719,54,2
720,7623,1
720,14326,1
720,4127,4
720,6157,5
720,54,4
722,54,5
726,14397,4
726,56,4
728,14326,1
728,56,4
729,56,5
730,14326,5
730,56,5
731,6068,3
731,13121,2
731,56,5
732,14416,5
732,56,5
733,5046,4
733,10129,5
733,7623,5
733,4127,5
733,12385,2
733,8327,3
733,14325,3
733,83,5
733,4148,4
733,10988,5
734,56,5
735,2288,2
735,2218,5
735,6067,4
735,56,5
737,7423,5
737,6156,4
737,10101,3
737,56,4
738,56,5
739,7584,5
739,56,5
741,6123,1
741,4137,5
741,6420,3
741,56,5
742,56,5
743,56,5
745,7671,5
745,56,5
747,6623,4
747,2317,3
747,12257,3
747,8716,4
747,15053,5
747,6597,3
747,82,3
747,2353,5
747,14880,5
748,14392,3
748,56,5
749,56,5
750,56,4
754,13056,5
754,56,5
755,56,5
756,56,5
757,56,5
758,56,5
759,12033,5
759,56,5
762,7378,2
762,6032,5
762,7680,5
762,57,4
763,57,5
764,7816,5
764,57,5
766,14432,1
766,57,3
767,12257,3
767,6247,4
767,6056,3
767,6365,4
767,57,4
769,58,4
770,14338,4
770,58,4
771,2343,4
771,1407,5
771,2292,3
771,5514,4
771,13920,1
771,9536,4
771,7187,3
771,1279,1
771,13054,2
771,6759,4
771,13399,4
771,390,3
771,1280,5
771,7493,5
772,4133,5
772,2258,5
772,4812,2
772,58,2
773,14436,2
773,58,2
774,14397,2
774,59,5
775,59,4
776,59,4
776,6239,5
776,11973,5
776,2225,2
776,14326,1
776,11921,3
776,14350,5
776,1310,5
776,2227,4
776,12015,2
777,6122,5
777,11920,5
777,12105,4
777,4137,5
777,6144,4
777,59,5
778,59,5
779,59,4
782,59,5
783,14325,5
783,59,5
784,14503,5
784,59,4
785,59,5
788,59,5
789,59,5
790,14901,5
790,59,4
791,6070,3
791,685,4
791,6141,5
791,59,5
794,4207,5
794,1397,5
794,6771,3
794,59,5
796,6821,3
796,6055,5
796,12076,4
796,12155,5
796,11649,5
796,6043,5
796,6058,4
796,59,5
797,12403,5
797,59,5
799,60,4
800,4161,3
800,7773,3
800,12104,5
800,3154,5
800,4165,5
800,60,2
801,60,3
803,14435,3
803,60,5
804,6046,5
804,12789,5
804,12482,4
804,14445,4
804,12150,5
804,736,5
804,6077,3
804,15290,4
806,2789,4
806,6958,5
806,61,2
807,7855,5
807,3019,4
807,11660,4
807,8249,5
807,14450,2
807,7550,3
807,2363,5
807,3059,4
807,13620,3
810,62,5
811,7584,5
811,62,5
812,7423,5
812,12975,5
812,2270,5
812,6212,3
812,62,5
814,14400,4
814,62,5
817,6028,3
817,91,4
817,6141,5
817,62,5
819,4031,5
819,362,5
819,5520,5
819,62,5
821,6958,5
821,12146,5
821,62,5
823,6156,4
823,7584,5
823,6011,3
823,6108,4
823,62,5
824,2310,3
824,12105,5
824,86,5
825,12134,4
825,6119,4
825,14400,5
825,14308,2
825,12975,4
825,14429,3
825,2267,2
825,6179,5
825,14399,4
826,6154,5
826,2317,3
826,6728,5
826,64,4
831,6067,2
831,12959,5
831,12975,5
831,2227,4
831,6068,5
831,65,4
835,7617,5
835,6174,5
835,11649,4
835,65,5
840,7726,5
840,65,4
841,12361,5
841,65,5
842,6299,4
842,11989,5
842,7741,2
842,4168,4
842,12316,5
842,11962,5
842,12371,5
842,101,4
842,4169,4
842,12243,2
843,65,5
844,6939,3
844,484,5
844,8233,3
844,65,5
847,67,5
848,12139,4
848,67,5
849,12975,4
849,14448,1
849,4142,5
849,8637,4
849,67,3
850,67,4
851,6309,5
851,6179,4
851,6658,2
851,67,4
852,6447,4
852,12516,5
852,13054,5
852,2264,5
852,7402,4
852,67,4
855,7802,4
855,7548,5
855,7667,5
855,12101,5
855,15860,5
855,12364,5
855,4531,5
855,15531,4
855,12268,5
855,15614,5
855,2312,5
855,6113,5
855,12676,3
857,14945,1
857,4645,4
857,2930,5
857,4237,4
857,7616,5
857,15651,4
857,8801,3
857,2672,5
857,15336,2
857,8536,1
857,15500,3
857,1350,5
857,2792,2
857,8997,4
858,67,5
859,67,4
860,6777,5
860,14466,2
860,14506,4
860,4606,5
860,7308,4
860,67,4
861,6759,4
861,14371,4
861,14477,4
861,6111,4
861,6988,3
861,67,4
862,11349,2
862,1656,5
862,13642,2
862,13201,3
862,15899,3
862,9280,4
862,447,3
862,2594,5
862,14262,3
863,7633,4
864,4296,4
866,7705,5
866,13141,4
866,14446,4
866,13009,4
866,6309,4
866,7738,5
866,1319,5
867,6806,4
867,6163,3
867,11046,4
867,71,3
868,1175,5
869,14400,5
869,73,4
870,11979,3
870,73,4
871,11973,2
871,73,3
874,10167,5
874,4180,4
874,12096,5
874,73,4
875,2821,5
875,2875,4
875,9025,5
875,15765,4
875,9252,5
875,2226,4
875,14325,5
875,9136,5
875,14530,5
875,315,5
875,2680,4
875,11221,5
876,4414,3
876,8997,3
876,6644,3
876,432,4
876,14398,4
876,7015,3
876,15525,1
876,321,3
876,484,3
876,9541,3
877,12231,3
877,75,4
878,75,5
879,75,4
880,75,3
882,7584,5
882,6212,4
882,8664,5
882,75,5
884,75,1
885,75,5
886,6123,4
886,12104,5
886,75,4
890,75,5
891,4157,5
891,8847,4
891,75,4
892,75,5
893,75,4
894,75,5
895,75,5
896,75,3
899,6241,5
899,75,4
900,14503,5
900,75,5
901,4168,4
901,4157,4
901,4161,2
901,14354,2
901,14888,3
901,14368,3
901,3173,5
901,14538,3
901,14366,4
901,14559,3
901,2276,4
901,4115,5
901,14400,5
902,14325,3
902,75,3
911,12211,4
911,77,3
912,77,4
914,12089,3
914,6174,5
914,13120,4
914,77,4
916,77,5
919,77,3
920,4207,4
920,12789,5
920,14311,5
920,3173,5
920,6021,5
920,77,5
921,77,4
922,77,1
923,77,4
926,12211,5
926,77,2
927,77,4
930,14465,2
930,77,3
932,77,2
933,77,3
936,77,4
940,4168,4
940,14428,5
940,14487,4
940,14423,5
940,93,4
940,6219,5
940,77,5
941,7680,4
941,6272,4
941,7723,2
941,77,3
942,14400,5
942,10126,5
942,2353,5
942,10166,5
942,77,4
943,9523,3
943,14504,4
943,778,2
943,8827,4
943,77,3
944,10111,5
944,78,4
945,2256,4
945,11105,5
945,78,5
946,78,5
949,13412,5
949,78,5
950,79,5
953,79,3
955,12424,4
955,80,4
957,13004,4
957,12450,3
957,8528,5
957,85,4
957,7722,3
957,8705,4
957,6700,3
957,4454,4
957,6262,2
957,6331,4
957,13097,4
957,7779,4
957,12297,4
957,14363,5
957,7674,5
957,12479,3
957,7541,4
957,5426,4
957,7483,4
957,4473,5
957,8102,5
957,6298,5
957,6600,5
957,7455,4
957,6471,4
957,7551,4
957,7827,4
957,677,2
957,13141,3
957,11961,4
957,12981,4
957,7746,4
957,12081,4
959,9311,4
959,80,4
960,6314,5
960,11622,4
960,12383,4
960,2601,5
960,6329,3
960,278,5
965,12060,5
965,82,5
969,82,4
973,8115,4
973,13164,5
973,2792,3
973,6940,4
973,82,3
974,13581,1
974,82,3
975,6614,4
975,3849,4
975,6844,5
975,82,3
976,12275,1
976,83,4
977,83,4
978,7744,5
978,6240,4
978,12361,4
978,12398,4
978,8102,4
978,2302,2
978,6283,2
978,83,5
979,83,4
980,8659,3
980,15616,4
980,4292,5
980,7293,3
980,13692,3
980,12462,5
980,15197,3
980,12324,4
980,12021,5
980,2626,5
980,9573,4
980,2349,3
980,13308,4
980,6112,4
980,7720,4
980,9358,4
980,7332,5
980,12080,4
980,13004,5
980,2306,5
980,15031,4
980,15605,5
980,12369,5
980,2323,4
981,83,5
982,4292,4
982,2306,5
982,6262,3
982,83,4
983,6261,3
983,4167,5
983,7773,2
983,83,5
984,83,5
985,83,4
986,14351,5
986,14397,3
986,2297,3
986,6288,4
986,83,4
988,83,5
990,83,2
992,6019,4
992,6365,4
992,83,5
996,8664,5
996,83,3
998,12383,3
998,6016,4
998,4180,4
998,4292,4
998,7624,3
998,14488,4
998,12294,1
998,7730,3
998,4167,5
998,12975,5
998,7699,2
998,14428,4
998,12379,5
998,2319,4
998,4174,4
998,7839,4
999,15062,4
999,83,4
1002,5099,5
1002,4186,5
1002,5399,5
1002,83,5
1004,83,5
1006,83,4
1007,10171,4
1007,83,5
1008,83,4
1010,83,3
1011,83,4
1012,7920,3
1012,83,4
1014,12442,3
1014,83,4
1015,83,5
1016,10342,5
1016,83,5
1017,11989,1
1017,5274,5
1017,14571,2
1017,12292,2
1017,12245,2
1017,13382,2
1017,2672,3
1017,6097,2
1017,13149,3
1018,14921,5
1018,83,4
1019,7134,2
1019,13961,3
1019,541,3
1019,7951,5
1019,14479,2
1019,13201,3
1019,9779,4
1019,2826,3
1019,9430,4
1019,2366,5
1019,6852,4
1019,7167,4
1019,9323,4
1019,7140,4
1019,10456,5
1019,13746,4
1019,410,3
1019,15632,4
1019,13674,2
1019,2272,5
1020,84,4
1021,7864,5
1021,85,4
1024,85,3
1027,85,4
1028,2310,4
1028,7093,4
1028,85,4
1029,85,4
1030,85,3
1035,7423,5
1035,14499,1
1035,14506,5
1035,6267,2
1035,7815,5
1035,85,5
1036,6331,4
1036,2697,2
1036,7449,5
1036,85,5
1038,85,4
1040,12297,5
1040,85,4
1041,85,4
1042,4180,5
1042,6806,4
1042,85,5
1049,11914,4
1049,12342,2
1049,2256,5
1049,6269,5
1049,85,5
1050,14506,5
1050,85,2
1051,3242,5
1051,8637,4
1051,14514,2
1051,12302,3
1051,2292,4
1051,14435,2
1051,12105,3
1051,14465,3
1051,2252,5
1051,2304,5
1051,13121,4
1052,6272,4
1052,7626,3
1052,10171,5
1052,6074,5
1052,6272,2
1052,85,4
1053,12462,3
1053,85,2
1055,85,4
1058,14530,2
1058,85,3
1061,7796,5
1061,85,1
1062,85,4
1063,6170,5
1063,7852,4
1063,12096,4
1063,2282,4
1063,6171,4
1063,85,5
1065,12468,4
1065,4214,5
1065,2353,4
1065,6296,5
1065,85,4
1066,85,5
1068,6829,4
1068,9380,4
1068,9092,4
1068,7283,4
1068,7345,4
1068,14090,3
1068,5729,4
1068,13524,3
1068,13787,4
1068,2275,4
1068,14735,4
1068,8755,5
1068,12103,4
1068,12433,3
1068,12477,3
1068,13180,4
1068,390,4
1068,7661,5
1068,2535,4
1068,2303,3
1068,6375,3
1068,7033,4
1068,13642,4
1068,7178,2
1068,11255,3
1068,2804,4
1068,15614,3
1068,12426,3
1068,12793,5
1068,14262,3
1068,6923,3
1068,8902,2
1068,15072,3
1068,13545,2
1068,9134,4
1068,6070,2
1068,12262,5
1068,13413,3
1068,495,5
1068,13964,2
1068,12480,4
1068,13036,4
1068,4209,3
1068,12918,5
1068,13494,3
1068,6974,3
1068,11431,5
1068,9936,4
1068,7816,4
1068,13655,3
1068,9264,5
1068,6885,4
1068,12152,4
1068,8665,5
1069,15410,5
1069,85,5
1070,15497,3
1070,85,4
1071,10159,5
1071,86,4
1073,4157,5
1073,12263,5
1073,12257,3
1073,12983,5
1073,7733,3
1073,2292,3
1073,4167,4
1073,14503,4
1075,9264,3
1075,14904,2
1075,13507,4
1075,15252,3
1075,9810,1
1075,13524,3
1075,9316,3
1075,12193,4
1075,7142,1
1075,9001,3
1075,13711,4
1075,13531,1
1075,2611,2
1075,282,3
1075,6777,4
1075,4179,5
1075,13004,4
1075,6329,4
1075,9023,2
1075,8965,3
1075,8765,4
1075,9280,4
1075,2541,5
1075,6903,3
1075,5596,4
1075,6829,3
1075,6759,2
1075,6968,4
1075,13396,1
1075,8976,1
1075,9123,3
1075,13620,1
1075,8484,3
1075,4200,3
1075,6317,3
1075,13251,2
1075,7308,3
1075,6649,3
1075,3174,2
1075,796,4
1075,488,1
1075,8600,4
1075,13246,1
1075,2626,2
1075,9012,1
1075,7210,2
1075,1457,3
1075,10047,3
1075,9319,3
1075,13545,2
1075,349,3
1075,12442,3
1075,7191,3
1075,14007,4
1075,13308,1
1075,7117,1
1075,6328,3
1075,7931,4
1075,8968,3
1075,7357,4
1075,7081,4
1075,4503,3
1075,2355,4
1075,9375,2
1075,13551,1
1075,3936,4
1075,5667,4
1075,4996,3
1075,4517,5
1075,12195,5
1075,14506,4
1075,9241,1
1075,13923,3
1075,14270,2
1075,663,4
1075,15072,4
1075,12433,5
1075,7953,3
1075,6314,4
1075,7052,3
1075,6600,4
1075,6601,2
1075,6792,3
1075,8907,4
1075,4587,3
1075,1428,4
1075,665,3
1075,3138,4
1075,9809,3
1075,14179,2
1075,4488,4
1075,13284,2
1075,7027,4
1075,9127,4
1075,6316,3
1075,6599,3
1075,6685,1
1075,14920,1
1075,9602,1
1075,12467,4
1075,15263,3
1075,13664,3
1075,5148,4
1075,2930,1
1075,6321,4
1075,6910,3
1075,8921,2
1075,14109,2
1075,13480,1
1075,6750,3
1075,2698,1
1075,6693,3
1075,13630,1
1075,4207,3
1075,6309,1
1075,6261,2
1075,4588,4
1075,7033,1
1075,5574,4
1075,9405,4
1075,13360,2
1075,12425,4
1077,86,2
1078,6239,5
1078,12237,5
1078,86,3
1080,86,4
1081,7723,2
1081,12479,2
1081,12650,4
1081,12462,4
1081,6282,4
1081,7769,3
1081,2321,4
1082,13746,5
1082,6303,1
1088,12336,3
1088,2319,4
1088,12369,4
1088,12433,4
1088,7854,4
1088,920,4
1088,2321,4
1088,88,2
1091,6061,4
1091,13382,5
1091,14363,5
1091,6038,5
1091,6141,5
1091,88,2
1092,88,5
1093,88,3
1095,11032,4
1095,88,2
1097,89,4
1098,89,4
1104,90,3
1107,12105,5
1107,90,4
1109,2496,4
1109,12642,2
1109,90,4
1111,15198,5
1111,2930,3
1111,1280,4
1111,7027,4
1111,90,4
1112,91,5
1116,4189,3
1116,7332,5
1116,91,5
1120,6701,5
1120,91,4
1122,91,5
1123,10436,5
1123,91,5
1124,15135,4
1124,91,5
1125,91,3
1126,91,4
1127,10724,5
1127,7198,4
1127,15605,5
1127,4554,5
1127,6307,5
1127,13622,5
1127,12997,3
1127,13922,5
1127,9586,4
1127,9208,5
1127,2352,4
1127,8997,5
1127,1914,4
1127,13262,1
1127,4900,5
1127,6852,4
1127,8905,5
1127,6600,5
1127,9241,5
1127,13036,4
1127,349,3
1127,13580,1
1127,14109,4
1127,12007,5
1127,1850,5
1127,13666,4
1128,4634,5
1128,12332,5
1128,91,5
1132,6219,5
1132,12105,5
1132,12342,3
1132,4148,4
1132,6219,5
1132,92,4
1133,6700,5
1133,2329,5
1133,7508,5
1133,92,5
1135,12135,4
1135,92,5
1136,12361,4
1136,92,3
1139,92,4
1140,14500,2
1140,2611,3
1140,2571,4
1140,2607,3
1140,7506,3
1140,15918,1
1140,8716,4
1140,2535,3
1140,14853,4
1140,8536,3
1140,15069,3
1140,2314,4
